company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
RHB Bank Berhad,4 October 2023,Typical local company,"Typical local company culture. Want everything but cant deliver everthing. The manager not supportive, the support need to repay back. Aggressively push for target without considering the market condition and situation",4,Premier Relationship Manager,Malaysia,former,3,3,3,3,3,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
maybank,3 October 2023,"Still the best bank for me ,& i would like to rejoin with the Maybank Group soon.TQ.",What is the best part of working at the company? serve with our HEART🐯 exmaybankers What is the most stressful part about working at the company? Toxic environment & crowd situation What is the work environment and culture like at the company? Humanising & positive environment What is a typical day like for you at the company? Friday its a casual smart attire,5,Customer service assistant,Sabah,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
bank islam,2 October 2023,Productive & fun work colleague,"I've been work 12 years,and many benefits I got.Alhamdulillah..Nice working place and convenient.sporting colleague and friendly bosses. Really missed the calm and Islamic environment there",5,Clerk,Hq,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
maybank,29 September 2023,sales target are high as your salary,too much gossip in each outlet. salary is very high and good stress level is 8 being a salesperson will definitely be super duper busy. staff benefits are very good. the HR system is so convenient.,4,Personal financial advisor,Johor Bahru,former,3,5,5,3,2,high salary and staff benefits are very good,stress level quite high,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
Public-Bank-Berhad,29 September 2023,Fun and stress,"Need to achieve target every month. If not, then will be meeting of low performance. Always need to report what have we done in the branch and so on.",5,Senior financial executive,Melaka,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
maybank,27 September 2023,Not worth it,Its not for everyone but the pay is good. If you can do sales and want to strive more this is the place for you. And if you can tahan kena maki also this place is for you. Hahaha,1,Personal Financial Advisor,Kuching,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
maybank,27 September 2023,Positive productivity performance and always manages their time well.,"I am thankful to my previous organization which is Maybank Berhad, because I have learnt a lot of things there. I enjoyed the people I worked with may",5,Marketing Executive,Menara Maybank Kuala Lumpur,former,5,5,5,5,5,These advantages can include stronger employee relationships as wellle.,"Family and medical leave, gym",3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
RHB Bank Berhad,25 September 2023,Great to learn,"Staff are friendly and kind heart to help out, especially to newbies. Great place to learn, but for sales you have to be good in dealing with stress.",4,Personal Banker Wealth,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
Cimb-Group,21 September 2023,Un-professional,'- Branch management by the manager is not fair and professional. Stressfull management. Good HR organization. Can work if manage to balance the lifestyle,3,Personal Financial Consultant,Teluk Intan,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
RHB Bank Berhad,21 September 2023,Hybrid Working Arrangement,"Depends on your department/job scope, employer offer Hybrid Working Arrangements. There are schedule that you may take based on your preferences. Really helps on these days.",5,Executive,Bangi,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
Cimb-Group,17 September 2023,Great culture,"People is kind and helpful, pace could be slow at times but you have to be proactive to maximize your learning experience. The allowance is acceptable, it could be higher.",5,Intern,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
Public-Bank-Berhad,17 September 2023,Fun workplace,Lot to learn and good onsite training. Exposed to credit and operational at branch and HQ exposure. Lot pressure for sales but good boss (young lady) and nice teammate,5,Senior Executive,Kuala Lumpur,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
RHB Bank Berhad,13 September 2023,Rewarding working environment,Fast paced Demanding at work Strong team bonding You are able to raise your ideas to boss for improvement. Adequate training provided to equip knowledge to carry out the task.,4,Senior Manager,Jalan Ampang,current,3,4,4,4,3,Friendly colleague,Poor staff welfare,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
Public-Bank-Berhad,12 September 2023,Not bad,"Heavy workload, but good salary and benefits... Helpful and kind colleagues Stressful work environment Expected OT Iffy Career Development (Promotions) Not bad Overall",3,CREDIT RISK MODELLER,HQ,former,0,0,0,0,0,,,5,80,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=80
Public-Bank-Berhad,10 September 2023,Old school company,Outdated technology with school-like management. Expect workers to overtime without paying. Not environmentally friendly as everything must be printed on paper including email?!!!,1,Management Trainee,Kuala Lumpur,former,0,0,0,0,0,,,5,80,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=80
RHB Bank Berhad,7 September 2023,"Poor benefits,long working hours","Chinese dominant, poor benefits,long working hours, disparity..no work life balance..facilities not that great..not much scope for growth and not paid as per performance",3,Project manager,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
maybank,6 September 2023,Great place to start a career,Excellent entry point into the ASEAN financial industry. Management is efficient and effective in most matters. Guidance and learning opportunities are in abundance.,5,Senior Analyst,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
maybank,5 September 2023,Fun workmate and lots of benefits,Good company to learn and i had great exposure of financial industry for my upcoming entry level career. Fun colleagues to work with. Good salary offered compared to another bank.,5,Protege Trainee,Malaysia,former,3,5,5,4,4,Salary,Workload and less work life balance,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
maybank,4 September 2023,A bit stressful yet rewarding,"As an IT, the rewards were less than Business/Investment related teams, but still slightly high than average rewards(bonus,salary). Work culture varies in departments, but mine was bad. When reported , the answer was, ""this is banking"". Mobility in departments is ""faked"" and only on paper.",5,System Analyst,Menara Maybank,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
Cimb-Group,25 August 2023,good place to grow your career,medical benefit is good enough incentive is not good enough self motivated is compulsory to survive dont ask or hope for support from the bosses good collegue,4,personal financial consultant,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
Cimb-Group,25 August 2023,Fun workplace and good work environment,"Learn a lot here, best place to internship as fresh graduate, hybrid working, team members were nice and helpful, no pressure from supervisor and high allowance for internshio",5,Intern,MSB Bukit Damansara,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
bank islam,20 August 2023,depends which department,"depending where u r being placed at, i happen to b at the worst place, the old timers basically have good work culture in bank islam, those who came from other banks can b a p**** in the a**",1,senior manager,selangor,current,1,2,2,1,1,staff benefits,career development and mismanagement,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
maybank,19 August 2023,A great position to enter banking industry,"As a protege at branch, usually have to promote bank's products to customer (sales) and assist them for any inquiries. If can, do try to rotate and try other departments. You will learn a lot especially in the branch. They have limited offer of permanent absorption. With manager's recommendation, maybe you can join as Maybanker",4,Protege,Selangor,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
United Overseas Bank,18 August 2023,Bad Management,"Good benefit, culture good and above average pay but bad for high management. Need to improve on performance evaluation through statistics else the performance will just be manipulated for their shoe polisher.",4,Fraud prevention officer,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
Cimb-Group,17 August 2023,Underpaid for non-union staffs,"Been working here after so long. Years after years, more heavy workload and become more stressful environment with higher target, but when it come to salary increment and bonus, it was not in line with your heavy workload.",2,Product Manager,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
maybank,14 August 2023,Not easy but you can make it,"As you know, sales is never easy. However, rezq js everywhere. The early process would be stressful as majority of the seniors wouldn't be a much of help once you start your target. Kind of independent. Relax and pick up your pace. If your branch environment did not help you, please ask to transfer. Your first step is very important. Speaking from my little experience, I do have the product knowledge but that alone is not enough. Support from surrounding is needed too BUT YOU MUST SHOW THE EFFORT. Else, they won't help you. Make sense? Good luck",4,Personal Financial Advisor,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
